Rk,Year,Date,Region,Round,School,PTS,Opponent,PTS,OT,Diff,Location
1092,2009,26-Mar-09,East,Regional Semifinal,1 Pittsburgh,60,4 Xavier,55,,5,"Boston, MA"
1093,2009,26-Mar-09,West,Regional Semifinal,3 Missouri,102,2 Memphis,91,,11,"Glendale, AZ"
1094,2009,26-Mar-09,West,Regional Semifinal,2 Memphis,91,3 Missouri,102,,-11,"Glendale, AZ"
1095,2009,26-Mar-09,East,Regional Semifinal,2 Duke,54,3 Villanova,77,,-23,"Boston, MA"
1096,2009,26-Mar-09,West,Regional Semifinal,1 Connecticut,72,5 Purdue,60,,12,"Glendale, AZ"
1097,2009,22-Mar-09,East,Second Round,4 Xavier,60,12 Wisconsin,49,,11,"Boise, ID"
1098,2009,22-Mar-09,East,Second Round,12 Wisconsin,49,4 Xavier,60,,-11,"Boise, ID"
1099,2009,22-Mar-09,South,Second Round,3 Syracuse,78,6 Arizona State,67,,11,"Miami, FL"
1100,2009,22-Mar-09,Midwest,Second Round,10 Southern California,69,2 Michigan State,74,,-5,"Minneapolis, MN"
1101,2009,22-Mar-09,Midwest,Second Round,9 Siena,72,1 Louisville,79,,-7,"Dayton, OH"
1102,2009,22-Mar-09,East,Second Round,1 Pittsburgh,84,8 Oklahoma State,76,,8,"Dayton, OH"
1103,2009,22-Mar-09,East,Second Round,8 Oklahoma State,76,1 Pittsburgh,84,,-8,"Dayton, OH"
1104,2009,22-Mar-09,West,Second Round,3 Missouri,83,6 Marquette,79,,4,"Boise, ID"
1105,2009,22-Mar-09,Midwest,Second Round,2 Michigan State,74,10 Southern California,69,,5,"Minneapolis, MN"
1106,2009,22-Mar-09,West,Second Round,6 Marquette,79,3 Missouri,83,,-4,"Boise, ID"
1107,2009,22-Mar-09,Midwest,Second Round,1 Louisville,79,9 Siena,72,,7,"Dayton, OH"
1108,2009,22-Mar-09,Midwest,Second Round,3 Kansas,60,11 Dayton,43,,17,"Minneapolis, MN"
1109,2009,22-Mar-09,Midwest,Second Round,11 Dayton,43,3 Kansas,60,,-17,"Minneapolis, MN"
1110,2009,22-Mar-09,Midwest,Second Round,13 Cleveland State,57,12 Arizona,71,,-14,"Miami, FL"
1111,2009,22-Mar-09,South,Second Round,6 Arizona State,67,3 Syracuse,78,,-11,"Miami, FL"
1112,2009,22-Mar-09,Midwest,Second Round,12 Arizona,71,13 Cleveland State,57,,14,"Miami, FL"
1113,2009,21-Mar-09,South,Second Round,12 Western Kentucky,81,4 Gonzaga,83,,-2,"Portland, OR"
1114,2009,21-Mar-09,West,Second Round,4 Washington,74,5 Purdue,76,,-2,"Portland, OR"
1115,2009,21-Mar-09,East,Second Round,3 Villanova,89,6 UCLA,69,,20,"Philadelphia, PA"
1116,2009,21-Mar-09,East,Second Round,6 UCLA,69,3 Villanova,89,,-20,"Philadelphia, PA"
1117,2009,21-Mar-09,West,Second Round,9 Texas A&M,66,1 Connecticut,92,,-26,"Philadelphia, PA"
1118,2009,21-Mar-09,East,Second Round,7 Texas,69,2 Duke,74,,-5,"Greensboro, NC"
1119,2009,21-Mar-09,West,Second Round,5 Purdue,76,4 Washington,74,,2,"Portland, OR"
1120,2009,21-Mar-09,South,Second Round,2 Oklahoma,73,10 Michigan,63,,10,"Kansas City, MO"
1121,2009,21-Mar-09,South,Second Round,1 North Carolina,84,8 Louisiana State,70,,14,"Greensboro, NC"
1122,2009,21-Mar-09,South,Second Round,10 Michigan,63,2 Oklahoma,73,,-10,"Kansas City, MO"
1123,2009,21-Mar-09,West,Second Round,2 Memphis,89,10 Maryland,70,,19,"Kansas City, MO"
1124,2009,21-Mar-09,West,Second Round,10 Maryland,70,2 Memphis,89,,-19,"Kansas City, MO"
1125,2009,21-Mar-09,South,Second Round,8 Louisiana State,70,1 North Carolina,84,,-14,"Greensboro, NC"
1126,2009,21-Mar-09,South,Second Round,4 Gonzaga,83,12 Western Kentucky,81,,2,"Portland, OR"
1127,2009,21-Mar-09,East,Second Round,2 Duke,74,7 Texas,69,,5,"Greensboro, NC"
1128,2009,21-Mar-09,West,Second Round,1 Connecticut,92,9 Texas A&M,66,,26,"Philadelphia, PA"
1129,2009,20-Mar-09,East,First Round,4 Xavier,77,13 Portland State,59,,18,"Boise, ID"
1130,2009,20-Mar-09,East,First Round,12 Wisconsin,61,5 Florida State,59,OT,2,"Boise, ID"
1131,2009,20-Mar-09,Midwest,First Round,6 West Virginia,60,11 Dayton,68,,-8,"Minneapolis, MN"
1132,2009,20-Mar-09,Midwest,First Round,4 Wake Forest,69,13 Cleveland State,84,,-15,"Miami, FL"
1133,2009,20-Mar-09,West,First Round,11 Utah State,57,6 Marquette,58,,-1,"Boise, ID"
1134,2009,20-Mar-09,Midwest,First Round,5 Utah,71,12 Arizona,84,,-13,"Miami, FL"
1135,2009,20-Mar-09,East,First Round,9 Tennessee,75,8 Oklahoma State,77,,-2,"Dayton, OH"
1136,2009,20-Mar-09,South,First Round,11 Temple,57,6 Arizona State,66,,-9,"Miami, FL"
1137,2009,20-Mar-09,South,First Round,3 Syracuse,59,14 Stephen F. Austin,44,,15,"Miami, FL"
1138,2009,20-Mar-09,South,First Round,14 Stephen F. Austin,44,3 Syracuse,59,,-15,"Miami, FL"
1139,2009,20-Mar-09,Midwest,First Round,10 Southern California,72,7 Boston College,55,,17,"Minneapolis, MN"
1140,2009,20-Mar-09,Midwest,First Round,9 Siena,74,8 Ohio State,72,2OT,2,"Dayton, OH"
1141,2009,20-Mar-09,Midwest,First Round,15 Robert Morris,62,2 Michigan State,77,,-15,"Minneapolis, MN"
1142,2009,20-Mar-09,East,First Round,13 Portland State,59,4 Xavier,77,,-18,"Boise, ID"
1143,2009,20-Mar-09,East,First Round,1 Pittsburgh,72,16 East Tennessee State,62,,10,"Dayton, OH"
1144,2009,20-Mar-09,East,First Round,8 Oklahoma State,77,9 Tennessee,75,,2,"Dayton, OH"
1145,2009,20-Mar-09,Midwest,First Round,8 Ohio State,72,9 Siena,74,2OT,-2,"Dayton, OH"
1146,2009,20-Mar-09,Midwest,First Round,14 North Dakota State,74,3 Kansas,84,,-10,"Minneapolis, MN"
1147,2009,20-Mar-09,Midwest,First Round,16 Morehead State,54,1 Louisville,74,,-20,"Dayton, OH"
1148,2009,20-Mar-09,West,First Round,3 Missouri,78,14 Cornell,59,,19,"Boise, ID"
1149,2009,20-Mar-09,Midwest,First Round,2 Michigan State,77,15 Robert Morris,62,,15,"Minneapolis, MN"
1150,2009,20-Mar-09,West,First Round,6 Marquette,58,11 Utah State,57,,1,"Boise, ID"
1151,2009,20-Mar-09,Midwest,First Round,1 Louisville,74,16 Morehead State,54,,20,"Dayton, OH"
1152,2009,20-Mar-09,Midwest,First Round,3 Kansas,84,14 North Dakota State,74,,10,"Minneapolis, MN"
1153,2009,20-Mar-09,East,First Round,5 Florida State,59,12 Wisconsin,61,OT,-2,"Boise, ID"
1154,2009,20-Mar-09,East,First Round,16 East Tennessee State,62,1 Pittsburgh,72,,-10,"Dayton, OH"
1155,2009,20-Mar-09,Midwest,First Round,11 Dayton,68,6 West Virginia,60,,8,"Minneapolis, MN"
1156,2009,20-Mar-09,West,First Round,14 Cornell,59,3 Missouri,78,,-19,"Boise, ID"
1157,2009,20-Mar-09,Midwest,First Round,13 Cleveland State,84,4 Wake Forest,69,,15,"Miami, FL"
1158,2009,20-Mar-09,Midwest,First Round,7 Boston College,55,10 Southern California,72,,-17,"Minneapolis, MN"
1159,2009,20-Mar-09,South,First Round,6 Arizona State,66,11 Temple,57,,9,"Miami, FL"
1160,2009,20-Mar-09,Midwest,First Round,12 Arizona,84,5 Utah,71,,13,"Miami, FL"
1161,2009,19-Mar-09,South,First Round,12 Western Kentucky,76,5 Illinois,72,,4,"Portland, OR"
1162,2009,19-Mar-09,West,First Round,4 Washington,71,13 Mississippi State,58,,13,"Portland, OR"
1163,2009,19-Mar-09,East,First Round,11 Virginia Commonwealth,64,6 UCLA,65,,-1,"Philadelphia, PA"
1164,2009,19-Mar-09,East,First Round,3 Villanova,80,14 American,67,,13,"Philadelphia, PA"
1165,2009,19-Mar-09,East,First Round,6 UCLA,65,11 Virginia Commonwealth,64,,1,"Philadelphia, PA"
1166,2009,19-Mar-09,West,First Round,9 Texas A&M,79,8 Brigham Young,66,,13,"Philadelphia, PA"
1167,2009,19-Mar-09,East,First Round,7 Texas,76,10 Minnesota,62,,14,"Greensboro, NC"
1168,2009,19-Mar-09,South,First Round,16 Radford,58,1 North Carolina,101,,-43,"Greensboro, NC"
1169,2009,19-Mar-09,West,First Round,5 Purdue,61,12 Northern Iowa,56,,5,"Portland, OR"
1170,2009,19-Mar-09,South,First Round,2 Oklahoma,82,15 Morgan State,54,,28,"Kansas City, MO"
1171,2009,19-Mar-09,West,First Round,12 Northern Iowa,56,5 Purdue,61,,-5,"Portland, OR"
1172,2009,19-Mar-09,South,First Round,1 North Carolina,101,16 Radford,58,,43,"Greensboro, NC"
1173,2009,19-Mar-09,South,First Round,15 Morgan State,54,2 Oklahoma,82,,-28,"Kansas City, MO"
1174,2009,19-Mar-09,West,First Round,13 Mississippi State,58,4 Washington,71,,-13,"Portland, OR"
1175,2009,19-Mar-09,East,First Round,10 Minnesota,62,7 Texas,76,,-14,"Greensboro, NC"
1176,2009,19-Mar-09,South,First Round,10 Michigan,62,7 Clemson,59,,3,"Kansas City, MO"
1177,2009,19-Mar-09,West,First Round,2 Memphis,81,15 Cal State Northridge,70,,11,"Kansas City, MO"
1178,2009,19-Mar-09,West,First Round,10 Maryland,84,7 California,71,,13,"Kansas City, MO"
1179,2009,19-Mar-09,South,First Round,8 Louisiana State,75,9 Butler,71,,4,"Greensboro, NC"
1180,2009,19-Mar-09,South,First Round,5 Illinois,72,12 Western Kentucky,76,,-4,"Portland, OR"
1181,2009,19-Mar-09,South,First Round,4 Gonzaga,77,13 Akron,64,,13,"Portland, OR"
1182,2009,19-Mar-09,East,First Round,2 Duke,86,15 Binghamton,62,,24,"Greensboro, NC"
1183,2009,19-Mar-09,West,First Round,1 Connecticut,103,16 Chattanooga,47,,56,"Philadelphia, PA"
1184,2009,19-Mar-09,South,First Round,7 Clemson,59,10 Michigan,62,,-3,"Kansas City, MO"
1185,2009,19-Mar-09,West,First Round,16 Chattanooga,47,1 Connecticut,103,,-56,"Philadelphia, PA"
1186,2009,19-Mar-09,West,First Round,7 California,71,10 Maryland,84,,-13,"Kansas City, MO"
1187,2009,19-Mar-09,West,First Round,15 Cal State Northridge,70,2 Memphis,81,,-11,"Kansas City, MO"
1188,2009,19-Mar-09,South,First Round,9 Butler,71,8 Louisiana State,75,,-4,"Greensboro, NC"
1189,2009,19-Mar-09,West,First Round,8 Brigham Young,66,9 Texas A&M,79,,-13,"Philadelphia, PA"
1190,2009,19-Mar-09,East,First Round,15 Binghamton,62,2 Duke,86,,-24,"Greensboro, NC"
1191,2009,19-Mar-09,East,First Round,14 American,67,3 Villanova,80,,-13,"Philadelphia, PA"
1192,2009,19-Mar-09,South,First Round,13 Akron,64,4 Gonzaga,77,,-13,"Portland, OR"
1193,2009,17-Mar-09,Midwest,Opening Round,16 Morehead State,58,16 Alabama State,43,,15,"Dayton, OH"
1194,2009,17-Mar-09,Midwest,Opening Round,16 Alabama State,43,16 Morehead State,58,,-15,"Dayton, OH"
1195,2008,7-Apr-08,National,National Final,1 Memphis,68,1 Kansas,75,OT,-7,"San Antonio, TX"
1196,2008,7-Apr-08,National,National Final,1 Kansas,75,1 Memphis,68,OT,7,"San Antonio, TX"
1197,2008,5-Apr-08,National,National Semifinal,1 UCLA,63,1 Memphis,78,,-15,"San Antonio, TX"
1198,2008,5-Apr-08,National,National Semifinal,1 North Carolina,66,1 Kansas,84,,-18,"San Antonio, TX"
1199,2008,5-Apr-08,National,National Semifinal,1 Memphis,78,1 UCLA,63,,15,"San Antonio, TX"
1200,2008,5-Apr-08,National,National Semifinal,1 Kansas,84,1 North Carolina,66,,18,"San Antonio, TX"
1301,2008,20-Mar-08,South,First Round,4 Pittsburgh,82,13 Oral Roberts,63,,19,"Denver, CO"
1302,2008,20-Mar-08,South,First Round,13 Oral Roberts,63,4 Pittsburgh,82,,-19,"Denver, CO"
1303,2008,20-Mar-08,East,First Round,5 Notre Dame,68,12 George Mason,50,,18,"Denver, CO"
1304,2008,20-Mar-08,Midwest,First Round,8 Nevada-Las Vegas,71,9 Kent State,58,,13,"Omaha, NE"
1305,2008,20-Mar-08,West,First Round,16 Mississippi Valley State,29,1 UCLA,70,,-41,"Anaheim, CA"
1306,2008,20-Mar-08,South,First Round,5 Michigan State,72,12 Temple,61,,11,"Denver, CO"
1307,2008,20-Mar-08,South,First Round,6 Marquette,74,11 Kentucky,66,,8,"Anaheim, CA"
1308,2008,20-Mar-08,South,First Round,11 Kentucky,66,6 Marquette,74,,-8,"Anaheim, CA"
1309,2008,20-Mar-08,Midwest,First Round,9 Kent State,58,8 Nevada-Las Vegas,71,,-13,"Omaha, NE"
1310,2008,20-Mar-08,Midwest,First Round,11 Kansas State,80,6 Southern California,67,,13,"Omaha, NE"
1311,2008,20-Mar-08,Midwest,First Round,1 Kansas,85,16 Portland State,61,,24,"Omaha, NE"
1312,2008,20-Mar-08,West,First Round,14 Georgia,61,3 Xavier,73,,-12,"Washington, DC"
1313,2008,20-Mar-08,East,First Round,12 George Mason,50,5 Notre Dame,68,,-18,"Denver, CO"
1314,2008,20-Mar-08,West,First Round,2 Duke,71,15 Belmont,70,,1,"Washington, DC"
1315,2008,20-Mar-08,South,First Round,14 Cornell,53,3 Stanford,77,,-24,"Anaheim, CA"
1316,2008,20-Mar-08,Midwest,First Round,14 Cal State Fullerton,56,3 Wisconsin,71,,-15,"Omaha, NE"
1317,2008,20-Mar-08,West,First Round,8 Brigham Young,62,9 Texas A&M,67,,-5,"Anaheim, CA"
1318,2008,20-Mar-08,West,First Round,15 Belmont,70,2 Duke,71,,-1,"Washington, DC"
1319,2008,20-Mar-08,West,First Round,11 Baylor,79,6 Purdue,90,,-11,"Washington, DC"
1320,2008,20-Mar-08,West,First Round,10 Arizona,65,7 West Virginia,75,,-10,"Washington, DC"
1321,2008,18-Mar-08,East,Opening Round,16 Mount St. Mary's,69,16 Coppin State,60,,9,"Dayton, OH"
1322,2008,18-Mar-08,East,Opening Round,16 Coppin State,60,16 Mount St. Mary's,69,,-9,"Dayton, OH"
1323,2007,2-Apr-07,National,National Final,1 Ohio State,75,1 Florida,84,,-9,"Atlanta, GA"
1324,2007,2-Apr-07,National,National Final,1 Florida,84,1 Ohio State,75,,9,"Atlanta, GA"
1325,2007,31-Mar-07,National,National Semifinal,2 UCLA,66,1 Florida,76,,-10,"Atlanta, GA"
1326,2007,31-Mar-07,National,National Semifinal,1 Ohio State,67,2 Georgetown,60,,7,"Atlanta, GA"
1327,2007,31-Mar-07,National,National Semifinal,2 Georgetown,60,1 Ohio State,67,,-7,"Atlanta, GA"
1328,2007,31-Mar-07,National,National Semifinal,1 Florida,76,2 UCLA,66,,10,"Atlanta, GA"
1329,2007,25-Mar-07,Midwest,Regional Final,3 Oregon,77,1 Florida,85,,-8,"St. Louis, MO"
1330,2007,25-Mar-07,East,Regional Final,1 North Carolina,84,2 Georgetown,96,OT,-12,"East Rutherford, NJ"
1331,2007,25-Mar-07,East,Regional Final,2 Georgetown,96,1 North Carolina,84,OT,12,"East Rutherford, NJ"
1332,2007,25-Mar-07,Midwest,Regional Final,1 Florida,85,3 Oregon,77,,8,"St. Louis, MO"
1333,2007,24-Mar-07,West,Regional Final,2 UCLA,68,1 Kansas,55,,13,"San Jose, CA"
1334,2007,24-Mar-07,South,Regional Final,1 Ohio State,92,2 Memphis,76,,16,"San Antonio, TX"
1335,2007,24-Mar-07,South,Regional Final,2 Memphis,76,1 Ohio State,92,,-16,"San Antonio, TX"
1336,2007,24-Mar-07,West,Regional Final,1 Kansas,55,2 UCLA,68,,-13,"San Jose, CA"
1337,2007,23-Mar-07,East,Regional Semifinal,6 Vanderbilt,65,2 Georgetown,66,,-1,"East Rutherford, NJ"
1338,2007,23-Mar-07,East,Regional Semifinal,5 Southern California,64,1 North Carolina,74,,-10,"East Rutherford, NJ"
1339,2007,23-Mar-07,Midwest,Regional Semifinal,3 Oregon,76,7 Nevada-Las Vegas,72,,4,"St. Louis, MO"
1340,2007,23-Mar-07,East,Regional Semifinal,1 North Carolina,74,5 Southern California,64,,10,"East Rutherford, NJ"
1341,2007,23-Mar-07,Midwest,Regional Semifinal,7 Nevada-Las Vegas,72,3 Oregon,76,,-4,"St. Louis, MO"
1342,2007,23-Mar-07,East,Regional Semifinal,2 Georgetown,66,6 Vanderbilt,65,,1,"East Rutherford, NJ"
1343,2007,23-Mar-07,Midwest,Regional Semifinal,1 Florida,65,5 Butler,57,,8,"St. Louis, MO"
1344,2007,23-Mar-07,Midwest,Regional Semifinal,5 Butler,57,1 Florida,65,,-8,"St. Louis, MO"
1345,2007,22-Mar-07,West,Regional Semifinal,2 UCLA,64,3 Pittsburgh,55,,9,"San Jose, CA"
1346,2007,22-Mar-07,South,Regional Semifinal,3 Texas A&M,64,2 Memphis,65,,-1,"San Antonio, TX"
1347,2007,22-Mar-07,South,Regional Semifinal,5 Tennessee,84,1 Ohio State,85,,-1,"San Antonio, TX"
1348,2007,22-Mar-07,West,Regional Semifinal,4 Southern Illinois,58,1 Kansas,61,,-3,"San Jose, CA"
1349,2007,22-Mar-07,West,Regional Semifinal,3 Pittsburgh,55,2 UCLA,64,,-9,"San Jose, CA"
1350,2007,22-Mar-07,South,Regional Semifinal,1 Ohio State,85,5 Tennessee,84,,1,"San Antonio, TX"
1351,2007,22-Mar-07,South,Regional Semifinal,2 Memphis,65,3 Texas A&M,64,,1,"San Antonio, TX"
1352,2007,22-Mar-07,West,Regional Semifinal,1 Kansas,61,4 Southern Illinois,58,,3,"San Jose, CA"
1353,2007,18-Mar-07,Midwest,Second Round,2 Wisconsin,68,7 Nevada-Las Vegas,74,,-6,"Chicago, IL"
1354,2007,18-Mar-07,Midwest,Second Round,11 Winthrop,61,3 Oregon,75,,-14,"Spokane, WA"
1355,2007,18-Mar-07,West,Second Round,5 Virginia Tech,48,4 Southern Illinois,63,,-15,"Columbus, OH"
1356,2007,18-Mar-07,South,Second Round,4 Virginia,74,5 Tennessee,77,,-3,"Columbus, OH"
1357,2007,18-Mar-07,East,Second Round,4 Texas,68,5 Southern California,87,,-19,"Spokane, WA"
1358,2007,18-Mar-07,South,Second Round,5 Tennessee,77,4 Virginia,74,,3,"Columbus, OH"
1359,2007,18-Mar-07,West,Second Round,4 Southern Illinois,63,5 Virginia Tech,48,,15,"Columbus, OH"
1360,2007,18-Mar-07,East,Second Round,5 Southern California,87,4 Texas,68,,19,"Spokane, WA"
1361,2007,18-Mar-07,Midwest,Second Round,9 Purdue,67,1 Florida,74,,-7,"New Orleans, LA"
1362,2007,18-Mar-07,Midwest,Second Round,3 Oregon,75,11 Winthrop,61,,14,"Spokane, WA"
1363,2007,18-Mar-07,Midwest,Second Round,7 Nevada-Las Vegas,74,2 Wisconsin,68,,6,"Chicago, IL"
1364,2007,18-Mar-07,South,Second Round,7 Nevada,62,2 Memphis,78,,-16,"New Orleans, LA"
1365,2007,18-Mar-07,South,Second Round,2 Memphis,78,7 Nevada,62,,16,"New Orleans, LA"
1366,2007,18-Mar-07,West,Second Round,8 Kentucky,76,1 Kansas,88,,-12,"Chicago, IL"
1367,2007,18-Mar-07,West,Second Round,1 Kansas,88,8 Kentucky,76,,12,"Chicago, IL"
1368,2007,18-Mar-07,Midwest,Second Round,1 Florida,74,9 Purdue,67,,7,"New Orleans, LA"
1369,2007,17-Mar-07,South,Second Round,9 Xavier,71,1 Ohio State,78,OT,-7,"Lexington, KY"
1370,2007,17-Mar-07,East,Second Round,3 Washington State,74,6 Vanderbilt,78,OT,-4,"Sacramento, CA"
1371,2007,17-Mar-07,West,Second Round,11 Virginia Commonwealth,79,3 Pittsburgh,84,OT,-5,"Buffalo, NY"
1372,2007,17-Mar-07,East,Second Round,6 Vanderbilt,78,3 Washington State,74,OT,4,"Sacramento, CA"
1373,2007,17-Mar-07,West,Second Round,2 UCLA,54,7 Indiana,49,,5,"Sacramento, CA"
1374,2007,17-Mar-07,South,Second Round,3 Texas A&M,72,6 Louisville,69,,3,"Lexington, KY"
1375,2007,17-Mar-07,West,Second Round,3 Pittsburgh,84,11 Virginia Commonwealth,79,OT,5,"Buffalo, NY"
1376,2007,17-Mar-07,South,Second Round,1 Ohio State,78,9 Xavier,71,OT,7,"Lexington, KY"
1377,2007,17-Mar-07,East,Second Round,1 North Carolina,81,9 Michigan State,67,,14,"Winston-Salem, NC"
1378,2007,17-Mar-07,East,Second Round,9 Michigan State,67,1 North Carolina,81,,-14,"Winston-Salem, NC"
1379,2007,17-Mar-07,Midwest,Second Round,4 Maryland,59,5 Butler,62,,-3,"Buffalo, NY"
1380,2007,17-Mar-07,South,Second Round,6 Louisville,69,3 Texas A&M,72,,-3,"Lexington, KY"
1381,2007,17-Mar-07,West,Second Round,7 Indiana,49,2 UCLA,54,,-5,"Sacramento, CA"
1382,2007,17-Mar-07,East,Second Round,2 Georgetown,62,7 Boston College,55,,7,"Winston-Salem, NC"
1383,2007,17-Mar-07,Midwest,Second Round,5 Butler,62,4 Maryland,59,,3,"Buffalo, NY"
1384,2007,17-Mar-07,East,Second Round,7 Boston College,55,2 Georgetown,62,,-7,"Winston-Salem, NC"
1385,2007,16-Mar-07,Midwest,First Round,2 Wisconsin,76,15 Texas A&M-Corpus Christi,63,,13,"Chicago, IL"
1386,2007,16-Mar-07,Midwest,First Round,11 Winthrop,74,6 Notre Dame,64,,10,"Spokane, WA"
1387,2007,16-Mar-07,West,First Round,5 Virginia Tech,54,12 Illinois,52,,2,"Columbus, OH"
1388,2007,16-Mar-07,South,First Round,4 Virginia,84,13 Albany (NY),57,,27,"Columbus, OH"
1389,2007,16-Mar-07,West,First Round,9 Villanova,58,8 Kentucky,67,,-9,"Chicago, IL"
1390,2007,16-Mar-07,Midwest,First Round,15 Texas A&M-Corpus Christi,63,2 Wisconsin,76,,-13,"Chicago, IL"
1391,2007,16-Mar-07,East,First Round,4 Texas,79,13 New Mexico State,67,,12,"Spokane, WA"
1392,2007,16-Mar-07,South,First Round,5 Tennessee,121,12 Long Beach State,86,,35,"Columbus, OH"
1393,2007,16-Mar-07,West,First Round,4 Southern Illinois,61,13 Holy Cross,51,,10,"Columbus, OH"
1394,2007,16-Mar-07,East,First Round,5 Southern California,77,12 Arkansas,60,,17,"Spokane, WA"
1395,2007,16-Mar-07,Midwest,First Round,9 Purdue,72,8 Arizona,63,,9,"New Orleans, LA"
1396,2007,16-Mar-07,Midwest,First Round,3 Oregon,58,14 Miami (OH),56,,2,"Spokane, WA"
1397,2007,16-Mar-07,Midwest,First Round,6 Notre Dame,64,11 Winthrop,74,,-10,"Spokane, WA"
1398,2007,16-Mar-07,South,First Round,15 North Texas,58,2 Memphis,73,,-15,"New Orleans, LA"
1399,2007,16-Mar-07,West,First Round,16 Niagara,67,1 Kansas,107,,-40,"Chicago, IL"
1400,2007,16-Mar-07,East,First Round,13 New Mexico State,67,4 Texas,79,,-12,"Spokane, WA"
1401,2007,16-Mar-07,Midwest,First Round,7 Nevada-Las Vegas,67,10 Georgia Tech,63,,4,"Chicago, IL"
1402,2007,16-Mar-07,South,First Round,7 Nevada,77,10 Creighton,71,OT,6,"New Orleans, LA"
1403,2007,16-Mar-07,Midwest,First Round,14 Miami (OH),56,3 Oregon,58,,-2,"Spokane, WA"
1404,2007,16-Mar-07,South,First Round,2 Memphis,73,15 North Texas,58,,15,"New Orleans, LA"
1405,2007,16-Mar-07,South,First Round,12 Long Beach State,86,5 Tennessee,121,,-35,"Columbus, OH"
1406,2007,16-Mar-07,West,First Round,8 Kentucky,67,9 Villanova,58,,9,"Chicago, IL"
1407,2007,16-Mar-07,West,First Round,1 Kansas,107,16 Niagara,67,,40,"Chicago, IL"
1408,2007,16-Mar-07,Midwest,First Round,16 Jackson State,69,1 Florida,112,,-43,"New Orleans, LA"
1409,2007,16-Mar-07,West,First Round,12 Illinois,52,5 Virginia Tech,54,,-2,"Columbus, OH"
1410,2007,16-Mar-07,West,First Round,13 Holy Cross,51,4 Southern Illinois,61,,-10,"Columbus, OH"
1411,2007,16-Mar-07,Midwest,First Round,10 Georgia Tech,63,7 Nevada-Las Vegas,67,,-4,"Chicago, IL"
1412,2007,16-Mar-07,Midwest,First Round,1 Florida,112,16 Jackson State,69,,43,"New Orleans, LA"
1413,2007,16-Mar-07,South,First Round,10 Creighton,71,7 Nevada,77,OT,-6,"New Orleans, LA"
1414,2007,16-Mar-07,East,First Round,12 Arkansas,60,5 Southern California,77,,-17,"Spokane, WA"
1415,2007,16-Mar-07,Midwest,First Round,8 Arizona,63,9 Purdue,72,,-9,"New Orleans, LA"
1416,2007,16-Mar-07,South,First Round,13 Albany (NY),57,4 Virginia,84,,-27,"Columbus, OH"
1417,2007,15-Mar-07,South,First Round,9 Xavier,79,8 Brigham Young,77,,2,"Lexington, KY"
1418,2007,15-Mar-07,West,First Round,14 Wright State,58,3 Pittsburgh,79,,-21,"Buffalo, NY"
1419,2007,15-Mar-07,West,First Round,15 Weber State,42,2 UCLA,70,,-28,"Sacramento, CA"
1420,2007,15-Mar-07,East,First Round,3 Washington State,70,14 Oral Roberts,54,,16,"Sacramento, CA"
1421,2007,15-Mar-07,West,First Round,11 Virginia Commonwealth,79,6 Duke,77,,2,"Buffalo, NY"
1422,2007,15-Mar-07,East,First Round,6 Vanderbilt,77,11 George Washington,44,,33,"Sacramento, CA"
1423,2007,15-Mar-07,West,First Round,2 UCLA,70,15 Weber State,42,,28,"Sacramento, CA"
1424,2007,15-Mar-07,East,First Round,10 Texas Tech,75,7 Boston College,84,,-9,"Winston-Salem, NC"
1425,2007,15-Mar-07,South,First Round,3 Texas A&M,68,14 Pennsylvania,52,,16,"Lexington, KY"
1426,2007,15-Mar-07,South,First Round,11 Stanford,58,6 Louisville,78,,-20,"Lexington, KY"
1427,2007,15-Mar-07,West,First Round,3 Pittsburgh,79,14 Wright State,58,,21,"Buffalo, NY"
1428,2007,15-Mar-07,South,First Round,14 Pennsylvania,52,3 Texas A&M,68,,-16,"Lexington, KY"
1429,2007,15-Mar-07,East,First Round,14 Oral Roberts,54,3 Washington State,70,,-16,"Sacramento, CA"
1430,2007,15-Mar-07,Midwest,First Round,12 Old Dominion,46,5 Butler,57,,-11,"Buffalo, NY"
1431,2007,15-Mar-07,South,First Round,1 Ohio State,78,16 Central Connecticut State,57,,21,"Lexington, KY"
1432,2007,15-Mar-07,East,First Round,1 North Carolina,86,16 Eastern Kentucky,65,,21,"Winston-Salem, NC"
1433,2007,15-Mar-07,East,First Round,9 Michigan State,61,8 Marquette,49,,12,"Winston-Salem, NC"
1434,2007,15-Mar-07,Midwest,First Round,4 Maryland,82,13 Davidson,70,,12,"Buffalo, NY"
1435,2007,15-Mar-07,East,First Round,8 Marquette,49,9 Michigan State,61,,-12,"Winston-Salem, NC"
1436,2007,15-Mar-07,South,First Round,6 Louisville,78,11 Stanford,58,,20,"Lexington, KY"
1437,2007,15-Mar-07,West,First Round,7 Indiana,70,10 Gonzaga,57,,13,"Sacramento, CA"
1438,2007,15-Mar-07,West,First Round,10 Gonzaga,57,7 Indiana,70,,-13,"Sacramento, CA"
1439,2007,15-Mar-07,East,First Round,2 Georgetown,80,15 Belmont,55,,25,"Winston-Salem, NC"
1440,2007,15-Mar-07,East,First Round,11 George Washington,44,6 Vanderbilt,77,,-33,"Sacramento, CA"
1441,2007,15-Mar-07,East,First Round,16 Eastern Kentucky,65,1 North Carolina,86,,-21,"Winston-Salem, NC"
